Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"PB Assessment, C Knuckey, R Ellis","Attn: Kerryn McDonald",2022,"","epa.wa.gov.au","https://www.epa.wa.gov.au/sites/default/files/Referral_Documentation/Appendix%204%20-%20TF1_Western%20Ridge%20Cave%20Classifications%20Biologic%202022.pdf","",247,"2025-01-07 12:13:53","PDF","","","",,,,,0,0.00,0,3,3,"In progressing environmental approvals for the Western Ridge project (Western Ridge), BHP Western Australian Iron Ore (BHP WAIO) have identified the need to incorporate additional …","https://www.epa.wa.gov.au/sites/default/files/Referral_Documentation/Appendix%204%20-%20TF1_Western%20Ridge%20Cave%20Classifications%20Biologic%202022.pdf","https://scholar.google.com/scholar?q=related:LFCRgspI_rYJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
36,"R Ferraz-Bannitz, RA Beraldo, AA Peluso, M Dall, ...","Dietary protein restriction improves metabolic dysfunction in patients with metabolic syndrome in a randomized, controlled trial",2022,"Nutrients","mdpi.com","https://www.mdpi.com/2072-6643/14/13/2670","https://scholar.google.com/scholar?cites=16894616385149755440&as_sdt=2005&sciodt=2007&hl=en",248,"2025-01-07 12:13:53","HTML","","","",,,,,36,12.00,7,5,3,"… A normalized matrix from the BAT dataset and blood Treg from the integrated dataset was used to generate a reference matrix to estimate the different cell types in the bulk RNA-Seq …","https://www.mdpi.com/2072-6643/14/13/2670","https://scholar.google.com/scholar?q=related:MGBYPRe8deoJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"J Townsend","Biogeography &Conservation Status of Bats in Chautauqua County, NY",2024,"","search.proquest.com","https://search.proquest.com/openview/538b7a4092f061935048dd0f67f663b1/1?pq-origsite=gscholar&cbl=18750&diss=y","",249,"2025-01-07 12:13:53","","","","",,,,,0,0.00,0,1,1,"The Great Lakes and Upper Allegany watersheds have historical, geological, hydrological and biogeographical uniqueness, with many endemic species and/or species of conservation …","","https://scholar.google.com/scholar?q=related:5SsRCFcFJfYJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
4,"WJ Guo, Y Wu, K He, YB Hu, XY Wang, ...","Unraveling the macroevolution of horseshoe bats (Chiroptera: Rhinolophidae: Rhinolophus)",2023,"Zoological …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9841180/","https://scholar.google.com/scholar?cites=10350475510960157481&as_sdt=2005&sciodt=2007&hl=en",250,"2025-01-07 12:13:53","HTML","","","",,,,,4,2.00,1,6,2,"Unraveling the diversification mechanisms of organisms is a fundamental and important macroevolutionary question regarding the diversity, ecological niche, and morphological …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9841180/","https://scholar.google.com/scholar?q=related:KfMoV6NGpI8J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"D Reeves","EPA To Scrutinize Power Plant Water Permits Ahead Of New Effluent Limits",2010,"Inside EPA's Water Policy Report","JSTOR","","",251,"2025-01-07 12:13:53","CITATION","","","",,,,,0,0.00,0,1,15,"","","https://scholar.google.com/scholar?q=related:nzjGDeJ0hRkJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
4,"AS Winter, JC Kimble, JM Young, DC Buecher, ...","External bacterial diversity on bats in the southwestern United States: changes in bacterial community structure above and below ground",2016,"PeerJ …","academia.edu","https://www.academia.edu/download/103619062/2493.pdf","https://scholar.google.com/scholar?cites=186208746390146600&as_sdt=2005&sciodt=2007&hl=en",252,"2025-01-07 12:13:53","PDF","","","",,,,,4,0.44,1,5,9,"Microorganisms that reside on and in mammals, such as bats, have the potential to influence their host’s health and to provide potential defenses against invading pathogens. However, …","https://www.academia.edu/download/103619062/2493.pdf","https://scholar.google.com/scholar?q=related:KM6nRt6LlQIJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
294,"GC Grigg, LA Beard, ML Augee","The evolution of endothermy and its diversity in mammals and birds",2004,"… and Biochemical Zoology","journals.uchicago.edu","https://www.journals.uchicago.edu/doi/abs/10.1086/425188","https://scholar.google.com/scholar?cites=2829699398540192731&as_sdt=2005&sciodt=2007&hl=en",253,"2025-01-07 12:13:53","","10.1086/425188","","",,,,,294,14.00,98,3,21,"Many elements of mammalian and avian thermoregulatory mechanisms are present in reptiles, and the changes involved in the transition to endothermy are more quantitative than …","https://www.jstor.org/stable/pdf/10.1086/425188.pdf","https://scholar.google.com/scholar?q=related:2-sfT5wcRScJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
17,"L Federici, M Masulli, V De Laurenzi, ...","An overview of bats microbiota and its implication in transmissible diseases",2022,"Frontiers in …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fmicb.2022.1012189/full","https://scholar.google.com/scholar?cites=15597762926913532274&as_sdt=2005&sciodt=2007&hl=en",254,"2025-01-07 12:13:53","HTML","10.3389/fmicb.2022.1012189","","",,,,,17,5.67,4,4,3,"Recent pandemic events have raised the attention of the public on the interactions between human and environment, with particular regard to the more and more feasible transmission …","https://www.frontiersin.org/articles/10.3389/fmicb.2022.1012189/full","https://scholar.google.com/scholar?q=related:cjFw1b1idtgJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"A Galimberti, M Spada, D Russo, M Mucedda, P Agnelli","Integrated Operational Taxonomic Units (IOTUs) in Echolocating Bats: A Bridge",2012,"","academia.edu","https://www.academia.edu/download/72483688/PLoS_one_201220211014-20285-sghfjb.pdf","",255,"2025-01-07 12:13:53","PDF","","","",,,,,0,0.00,0,5,13,"… The results on our bat dataset showed this clearly: in the context of a taxonomic work a researcher is dealing, at the same time, with several kinds of biological entities that are ‘‘filling the …","https://www.academia.edu/download/72483688/PLoS_one_201220211014-20285-sghfjb.pdf","https://scholar.google.com/scholar?q=related:bV1N1ESuvIcJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"E Bobu","EU ENVIRONMENTAL POLICY FOR INDUSTRIAL POLLUTION CONTROL IPPC DIRECTIVE.",2003,"Environmental Engineering &Management Journal …","search.ebscohost.com","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=15829596&AN=31820595&h=JgSRWv3qiwbrMELOV9jaL3EOXEEdHRNk5LgsRuQXq6hte7SzI%2BBxFeg2C6K%2FLAuMiMgUrw7SFedhTuA0TKBKKA%3D%3D&crl=c","",256,"2025-01-07 12:13:53","","","","",,,,,0,0.00,0,1,22,"In this paper a short introduction in the EU Environmental Policy is made in order to create the frame for presentation of the IPPC Directive (Integrated Pollution Prevention and Control). …","","https://scholar.google.com/scholar?q=related:6pN5FWRhfSEJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"CM Pinto","Evolution of bat-trypanosome associations and the origins of Chagas Disease",2015,"","search.proquest.com","https://search.proquest.com/openview/d1ecdbfe9231fd94ba0574c90f439b9c/1?pq-origsite=gscholar&cbl=18750","",257,"2025-01-07 12:13:53","BOOK","","","",,,,,0,0.00,0,1,10,"Trypanosoma cruzi is a genetically diverse parasite that causes Chagas disease, one of the most important zoonoses in the Americas. This generalist parasite of mammals belongs to a …","https://academicworks.cuny.edu/cgi/viewcontent.cgi?article=1607&context=gc_etds","https://scholar.google.com/scholar?q=related:zv21tkX3Pj4J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"BA Betke","Anthropogenic impacts on pathogen outcomes of our wild neighbors and closest companions",2024,"","repositories.lib.utexas.edu","https://repositories.lib.utexas.edu/items/89fa99e0-1a2a-47f5-8095-5a61e0b9c88f","",258,"2025-01-07 12:13:53","","","","",,,,,0,0.00,0,1,1,"The rapid global conversion of natural habitat to built environments create corridors that facilitate cross-species transmission at the human–domestic animal–wildlife interface. …","https://repositories.lib.utexas.edu/bitstreams/9289e1b4-7426-45dd-b3e2-3a53e750b81f/download","https://scholar.google.com/scholar?q=related:TXwNLTA2OOsJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"EM Grossman","Acquisition chief authorizes new funding release: NAVY TEST REPORT SHOWS F/A-18E/F STRUGGLING TO MATCH OLDER AIRCRAFT",1999,"Inside the Pentagon","JSTOR","https://www.jstor.org/stable/43993215","",259,"2025-01-07 12:13:53","","","","",,,,,0,0.00,0,1,26,"… Like all of the assessments, he argues, the ATACMS/BAT review has little merit because it does not address larger questions like the system's relative priority when …","","https://scholar.google.com/scholar?q=related:8yea9VXU6YAJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
47,"FAG de Andrade, MN Gomes, W Uieda, AL Begot, ...","Geographical analysis for detecting high-risk areas for bovine/human rabies transmitted by the common hematophagous bat in the Amazon region, Brazil",2016,"PLoS …","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0157332","https://scholar.google.com/scholar?cites=8273183955500200425&as_sdt=2005&sciodt=2007&hl=en",260,"2025-01-07 12:13:53","HTML","","","",,,,,47,5.22,9,5,9,"Background The common hematophagous bat, Desmodus rotundus, is one of the main wild reservoirs of rabies virus in several regions in Latin America. New production practices and …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0157332","https://scholar.google.com/scholar?q=related:6fEMbflA0HIJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
2,"J Zeng, W Wang, X Zhang","TRES: An R package for tensor regression and envelope algorithms",2021,"Journal of Statistical Software","jstatsoft.org","https://www.jstatsoft.org/article/view/v099i12","https://scholar.google.com/scholar?cites=1253873973627292101&as_sdt=2005&sciodt=2007&hl=en",261,"2025-01-07 12:13:53","","","","",,,,,2,0.50,1,3,4,"… plots for the true B, OLS estimator, 1D estimator, and PLS estimator on the bat dataset. … of p value plots at significance level 0.05 for OLS, 1D and PLS estimators on the bat dataset. …","https://www.jstatsoft.org/article/download/v099i12/4150","https://scholar.google.com/scholar?q=related:xYkpV7ynZhEJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
90,"OA Houck","Of bats, birds and bat-: the convergent evolution of environmental law",1993,"Miss. LJ","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/mislj63&section=16","https://scholar.google.com/scholar?cites=10725044438807071794&as_sdt=2005&sciodt=2007&hl=en",262,"2025-01-07 12:13:53","","","","",,,,,90,2.81,90,1,32,"We live in a riot of environmental legislation. No other field of law has grown into so much from so little in so short a time. Twenty years ago, about the lifetime of a young law student, the …","","https://scholar.google.com/scholar?q=related:Msxf5xcD15QJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"CA Hamilton, N Winiger, JJ Rubin, J Breinholt, ...","Evolution of body size and wing shape trade-offs in arsenurine silkmoths",2020,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2020.05.12.092197.abstract","",263,"2025-01-07 12:13:53","","10.1101/2020.05.12.092197.abstract","","",,,,,0,0.00,0,5,5,"… To build the evolutionary framework from which we can trace the path of potential anti-bat traits, we inferred the first molecular phylogeny of the subfamily Arsenurinae. We subsequently …","https://www.biorxiv.org/content/10.1101/2020.05.12.092197.full.pdf","https://scholar.google.com/scholar?q=related:8Lf0IeLXD6QJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
3,"SM Durkin, MA Ballinger, MW Nachman","Tissue-specific and cis-regulatory changes underlie parallel, adaptive gene expression evolution in house mice",2024,"Plos Genetics","journals.plos.org","https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1010892","https://scholar.google.com/scholar?cites=3114252659302246152&as_sdt=2005&sciodt=2007&hl=en",264,"2025-01-07 12:13:53","HTML","","","",,,,,3,3.00,1,3,1,"… and 174 liver-specific genes, 20 and 12 BAT-specific genes, 277 and 237 broadly expressed genes in the liver dataset, and 279 and 242 broadly expressed genes in the BAT dataset …","https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1010892","https://scholar.google.com/scholar?q=related:CKeGKksMOCsJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
10,"MR André, P Ikeda, DAB Lee, RB do Amaral, ...","Characterization of the bacterial microbiome of non-hematophagous bats and associated ectoparasites from Brazil",2023,"Frontiers in …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fmicb.2023.1261156/full","https://scholar.google.com/scholar?cites=14968196546397083720&as_sdt=2005&sciodt=2007&hl=en",265,"2025-01-07 12:13:53","HTML","10.3389/fmicb.2023.1261156","","",,,,,10,5.00,2,5,2,"Introduction Bats, along with their ectoparasites, harbor a wide diversity of symbiotic and potential pathogenic bacteria. Despite the enormous diversity of bats (181 species), few studies …","https://www.frontiersin.org/articles/10.3389/fmicb.2023.1261156/full","https://scholar.google.com/scholar?q=related:SBg6PHS3uc8J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"A MESSENGER","REVIEW OF ECOLOGICAL ASPECTS OF THE APPLICATION TO REROUTE SH3 AT MT MESSENGER, NORTH TARANAKI",,"npdc.govt.nz","","https://www.npdc.govt.nz/media/njiooet4/appendix-f-ii-expert-ecology-review-january-2018.pdf","",266,"2025-01-07 12:13:53","PDF","","","",,,,,0,0.00,0,1,,"New Plymouth District Council commissioned Wildland Consultants Ltd to provide an independent audit of the ecological components of a resource consent application to reroute SH3 …","https://www.npdc.govt.nz/media/njiooet4/appendix-f-ii-expert-ecology-review-january-2018.pdf","https://scholar.google.com/scholar?q=related:Vk9-gXBLyXAJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
